node-1,node-2,node-3,node-4,node-5,node-6,node-7,node-8,node-9,node-10,node-11,node-12,node-13,node-14,node-15,node-16,node-17,node-18,node-19,node-20,node-21,node-22,node-23,node-24,node-25,
792601,699535,784619,761181,784550,892287,893115,867624,864378,855061,880229,887891,873237,857640,811081,810718,861866,967282,928148,921048,954447,1051826,1039768,1029902,1055826,
629456,737851,745149,708352,688415,727618,783189,803933,787049,742575,768999,805421,845275,872855,838693,838518,860595,939140,966806,928668,976441,941097,1023487,1003234,1078409,
626337,723398,675460,734830,729839,753011,730929,763011,847843,774739,836196,908869,849414,868337,821040,818399,945076,968757,972000,930451,975524,953863,1012150,1047365,1002837,
621210,724595,737206,685668,685097,738894,806816,755614,791298,750881,763836,867018,855267,851992,806041,798506,915688,873175,905897,964304,911372,924053,1021299,1043189,1007052,
679157,703468,708756,677159,727874,702857,698362,754547,813379,803982,765408,805932,865638,830245,827784,879158,905966,901463,969531,968170,910634,948076,891471,1017456,1013476,
627320,702749,678008,689252,704944,760611,766938,781898,813384,752678,761234,873697,865663,853897,843685,873825,841264,921230,932455,943660,951788,942488,993352,1037747,976188,
726376,686215,691639,686506,722398,760170,734087,737891,781853,758265,769095,762947,853403,908917,825387,855650,823909,938750,979260,922732,912512,968024,983844,1059503,1089897,
737278,707230,692372,729850,736220,711303,800382,763847,766724,785327,780670,887507,839528,836871,811251,833961,895924,831250,981826,914848,927903,930474,1031717,976110,1035036,
665514,754087,747804,767157,699779,695976,724530,818044,826654,807082,796065,837411,875778,868272,845660,831737,979640,942161,917167,899613,940942,962615,1015541,1031079,1019642,
697170,713277,696457,691267,692898,756783,793476,817794,796828,798855,785538,754583,883317,860838,876595,828083,902372,933946,912492,967428,962169,948440,974604,1025253,1097586,
639452,697098,626729,726717,700626,710810,791927,748842,841411,761337,780707,782167,872151,832957,848333,825615,909814,868826,973758,951149,942807,974841,1048685,941578,1018840,
663800,740089,716126,739955,718639,711136,752435,793626,831855,751432,776037,860454,849069,851035,887111,851292,915278,945994,919466,973544,968437,962378,1000924,925815,1051160,
637410,744872,677067,731699,699948,775855,725948,787430,808072,760874,757217,825224,916635,871772,831167,870104,891811,840272,922996,927258,946234,947188,1032784,919546,1050491,
617958,675410,703086,708400,691351,746562,749754,717021,751540,764294,779611,791427,766830,855083,828958,830421,873900,853294,909873,914976,949280,940615,965526,993579,1069485,
637589,807494,717329,719601,699461,695249,743161,765200,814507,777810,778141,802045,886376,871263,839156,902253,846127,831195,976382,946519,966604,944575,996915,903747,1071421,
655832,729688,707773,676972,756565,689641,782492,808404,762819,755087,821968,753350,892229,848384,893684,806647,887843,953943,991701,982122,897855,930774,970161,1072482,1043132,
651205,621340,746780,690935,708047,743541,715696,809401,797451,789298,836121,803764,843708,839839,882798,893366,893502,866904,934203,960108,978955,971957,922587,981457,1063938,
625409,612091,694644,676099,699483,739783,723932,777044,782524,776060,780868,784977,795912,843426,877669,873558,936793,834491,955381,946972,947901,954119,918551,1006092,1107869,
679669,733124,614480,708409,683573,694262,722327,762285,814757,806478,766626,838110,891324,840716,849912,878196,875437,947755,991639,985866,1009008,960906,975568,1027598,1025610,
647489,664898,737270,751908,734927,708240,733951,725141,812542,749692,789656,790111,905941,870939,851950,874170,866193,946444,917049,976329,974410,966455,939147,1011250,1062072,
671290,745950,738196,685518,692541,672084,835631,745331,818010,769785,779454,755927,892435,898438,829675,843032,949014,903090,934722,919685,950432,931581,971650,985760,1057717,
628132,683528,668668,689863,748623,727637,782872,776210,790516,767019,829213,774411,938333,826903,840510,927382,948814,904035,943219,950218,909365,942058,1043777,1029237,1081362,
626469,710294,668945,689866,742349,707132,699445,784427,826670,745695,807970,746201,843352,832103,845596,880696,867518,946452,971096,915814,960759,945143,990469,951938,1082788,
692806,701758,703624,691555,679405,755541,792334,765248,780304,781748,781947,793532,855432,883432,830403,869638,834672,944370,900541,972496,984079,929998,927309,1025883,1019633,
615894,724168,731539,753756,694102,726612,780813,762703,808053,812468,785363,817077,844517,859091,823836,860770,976471,931273,985437,1021939,965755,929641,974548,1041864,1038755,
674727,741424,740462,714175,699052,677041,724658,775265,767254,803892,811862,770863,882122,885356,813005,883889,851075,956397,960114,914463,937045,950816,995924,1033203,1028536,
627778,750625,582612,685045,726430,666522,807610,820794,755871,811693,777294,825104,892803,857118,846853,851049,873911,965443,959440,923526,927770,945666,965453,1013306,1012196,
661967,700742,666470,702897,679820,708967,746123,809582,787102,792016,765177,754434,928614,841377,806037,849665,823211,947904,965455,930275,910477,936574,1011921,1006913,1040337,
653692,714472,679452,736538,696686,730746,694538,760413,780023,774496,767708,765153,896685,850970,849266,841382,840851,975783,941184,953324,943160,941827,1026482,1001766,1046974,
624262,613098,693498,733947,670070,717904,800347,765764,848521,803802,783032,891786,875146,815131,849447,827576,915952,963533,925428,947894,967772,934181,1007557,1023189,1081302,
