node-1,node-2,node-3,node-4,node-5,node-6,node-7,node-8,node-9,node-10,node-11,node-12,node-13,node-14,node-15,node-16,node-17,node-18,node-19,node-20,node-21,node-22,node-23,node-24,node-25,node-26,node-27,node-28,node-29,node-30,node-31,node-32,node-33,node-34,node-35,node-36,node-37,
113561600,130658304,108777472,131231744,117305344,103632896,104304640,143630336,127856640,128966656,106450944,108945408,132345856,107188224,120193024,102776832,125435904,103374848,106192896,130449408,105635840,124076032,105979904,141389824,131719168,112537600,131964928,131604480,111960064,108290048,102731776,101228544,113827840,110145536,109264896,105779200,105205760,
102699008,105095168,116981760,100212736,129486848,119783424,124248064,104517632,136253440,106176512,105938944,104189952,121868288,103944192,129961984,105406464,129257472,106815488,102735872,119320576,98611200,105955328,109252608,130568192,124067840,132395008,104542208,103510016,134828032,104243200,132100096,128606208,103272448,107974656,123621376,111611904,109883392,
128655360,126406656,101470208,135958528,98623488,107098112,141107200,134488064,122089472,114442240,101638144,128425984,91000832,132984832,106049536,93949952,118624256,127049728,140709888,125517824,106405888,101404672,131481600,108953600,124747776,126128128,104337408,106737664,126599168,130965504,117559296,128208896,113569792,127741952,128282624,141979648,131735552,
104001536,102354944,135204864,106635264,102817792,93294592,97652736,125235200,122462208,101003264,91201536,105111552,104722432,127250432,109363200,101261312,104689664,112209920,107151360,130146304,104902656,130658304,107417600,109039616,103985152,110497792,130240512,100642816,102031360,104452096,140386304,119877632,136364032,106029056,102256640,134369280,102076416,
129650688,116412416,126504960,100163584,102617088,107458560,126111744,134393856,126369792,104148992,132157440,102117376,98832384,129142784,105730048,106844160,99123200,130469888,134504448,140181504,102211584,97095680,105086976,135766016,134135808,124342272,126373888,134995968,105091072,102318080,104861696,131059712,105115648,106643456,123895808,113561600,131952640,
127762432,133980160,97660928,133038080,107692032,123109376,104271872,102342656,107085824,104308736,105508864,92704768,139763712,130629632,136089600,108339200,109764608,131026944,106749952,106360832,103067648,101367808,106340352,133140480,109170688,104890368,110759936,103587840,133640192,105144320,103100416,114565120,134316032,102064128,105627648,127209472,98668544,
127258624,104550400,111058944,126050304,135454720,100454400,99299328,104443904,125542400,119279616,114753536,104386560,100724736,100839424,104275968,122339328,133337088,105394176,130437120,125751296,110379008,129163264,106926080,111763456,128557056,123555840,121643008,102764544,127528960,128061440,134660096,128729088,116572160,103096320,100032512,102322176,100048896,
106921984,103006208,108105728,126521344,105644032,104435712,108195840,125890560,111316992,136237056,126238720,106799104,133140480,105074688,135507968,130400256,129032192,105615360,111714304,108523520,124092416,122986496,128102400,112652288,109744128,95531008,140009472,101560320,102715392,101789696,109420544,134135808,102264832,102068224,118034432,108113920,104947712,
104640512,118059008,108576768,134569984,135602176,102551552,135553024,126394368,119668736,90677248,125878272,104411136,135421952,126316544,125751296,114839552,103260160,96985088,109834240,134287360,105381888,141340672,119795712,104742912,109015040,103051264,135827456,98004992,119013376,116752384,135368704,100048896,132874240,110899200,128221184,111591424,105263104,
127725568,101969920,110690304,99397632,123932672,106852352,130719744,107913216,136445952,101502976,131870720,125804544,104599552,100380672,127467520,102948864,94654464,104861696,102027264,136376320,105627648,105775104,122945536,128102400,123854848,125865984,134033408,100966400,94212096,106315776,134754304,100839424,112119808,126767104,111919104,102256640,135495680,
111476736,104308736,126533632,101437440,135794688,100474880,106602496,135733248,134791168,124477440,102305792,130740224,103817216,126787584,129314816,127127552,134172672,104714240,123027456,91897856,103940096,106278912,103067648,103747584,106180608,104173568,124698624,118247424,103366656,130420736,119107584,134483968,106590208,127029248,102580224,102391808,125865984,
103940096,103305216,125792256,124153856,127934464,104235008,119476224,100519936,130555904,120684544,105095168,112848896,103153664,123392000,119709696,106381312,130514944,101679104,96686080,104349696,102432768,97116160,118095872,107114496,136024064,124911616,99475456,104112128,99246080,134959104,124628992,107278336,130023424,134791168,128356352,125923328,110170112,
109477888,110678016,118190080,129994752,130473984,118276096,134651904,104185856,130154496,126369792,119681024,102166528,104914944,110583808,141828096,103735296,94531584,135700480,106717184,105951232,101179392,107036672,115994624,130433024,93835264,108310528,96329728,97685504,126275584,104636416,117071872,132464640,136781824,130396160,125358080,117223424,112304128,
102125568,130035712,101470208,124162048,129060864,106528768,108437504,118321152,122343424,106553344,133328896,104509440,133980160,103862272,125845504,134864896,103751680,106856448,90918912,110264320,128307200,93659136,118366208,101847040,134492160,106885120,109416448,130437120,133324800,95158272,113115136,103546880,107700224,106762240,128638976,135036928,106430464,
